15CS61,"Cryptography, Network Security and Cyber Law",6,2015,CS
15CS62,Computer Graphics and Visualization,6,2015,CS
15CS63,System Software and Compiler Design,6,2015,CS
15CS64,Operating Systems,6,2015,CS
15CS651,Data Mining and Data Warehousing,6,2015,CS
15CS652,Software Architecture and Design Patterns,6,2015,CS
15CS653,Operation research,6,2015,CS
15CS654,Distributed Computing system,6,2015,CS
15CSL67,System Software and Operating System Laboratory,6,2015,CS
15CSL68,Computer Graphics Laboratory with mini project,6,2015,CS
15CS664,Python Application Programming,6,2015,CS
15CS661,MOBILE APPLICATION DEVELOPMENT,6,2015,CS
15CS662,BIG DATA ANALYTICS,6,2015,CS
15CS663,WIRELESS NETWORKS AND MOBILE COMPUTING,6,2015,CS
15CS665,SERVICE ORIENTED ARCHITECTURE,6,2015,CS
15CS666,MULTI-CORE ARCHITECTURE AND PROGRAMMING,6,2015,CS
